row_id,sentiment_text,ground_truth,subject_tag,final_text_style_c,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence
243,"One freq I've overlooked today is 9525 kHz. Actually I've been to it, and did hear some Persian talk. But I kept thinking it was BBC to Afghanistan.  Nope -- Twente WebSDR chat says it's actually Iran International 😮  I think it's still active, but too weak here! #shortwave #Iran #IranWar #WARINIRAN",neutral,General Conflict,one freq live overlook today khz actually live hear persian talk keep think bic afghanistan nope twenty webster chat say actually iran international face open mouth think still active weak,negative,-1.0,1.0
244,NOW PLAYING == The David Pakman Show 3/6/26 - The firings have started and the embarrassment is growing https://www.youtube.com/watch?v=zVQ980mHrO4 #news #uspol #geopolitics #iranwar #trump #commentary #progressive #left #DavidPakman #Democrats #vsn #radio  #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resist,negative,General Conflict,play david parkman show firing start embarrassment grow,negative,-1.0,1.0
245,Stranded Americans in the Middle East navigate canceled flights and confusionAlyssa Ramos’ evacuation from Kuwait involved a 48-hour journey across four continents. The U.S. government did not h…#NewsBeep #News #Headlines #Aerospaceanddefenseindustry #AlyssaRamos #Business #CoryMcKane #DonaldTrump #Dubai #Generalnews #Iran #iranwar #JasonAltmire #MarcoRubio #MiddleEast #Politics #SusanDaley #U.S.DepartmentofState #U.S.news #UnitedArabEmirates #World #Worldnewshttps://www.newsbeep.com/421756/,neutral,General Conflict,stranded american middle east navigate cancel flight confusion alyssa ramos evacuation kuwait involve hour journey across four continent u government department state news,negative,-1.0,1.0
246,"Trump demands unconditional surrender to &#39;Make Iran Great Again&#39;United States President Donald Trump has demanded Iran&#39;s &quot;unconditional surrender,&quot; a week after launching ‌war with ‌Israel ⁠against the country.https://www.sbs.com.au/news/article/trump-demands-unconditional-surrender-to-make-iran-great-again/rgzyyn5mr#Iran #USANews #News #Trump #IranWar #USA #IranNews",negative,General Conflict,trump demand unconditional surrender make iran great united state president donald trump demand iran unconditional surrender week launch war israel country,positive,0.42857142857142855,0.42857142857142855
247,Acknowledging @lookner for his exceptional coverage of the Iran conflict over the years. His insights are invaluable. Follow him and engage with his streams for comprehensive updates. #IranWar #OSINT,positive,General Conflict,acknowledge exceptional coverage iran conflict year insights invaluable follow engage stream comprehensive update,positive,0.5,0.5
248,"9390 kHz: another new frequency for Radio Farda!  // 5860; no jamming on either, although there's some jamming-like pulsating noise centered around 9385. And, WRMI is propagating on 9395.  But check 7470 if it's still on: yes. Another of today's additions.  #shortwave #Iran #IranWar #WARINIRAN",neutral,General Conflict,khz another new frequency radio garda jam either although jamming like pulsate noise enter around fri propagate check still yes another today addition,negative,-0.3333333333333333,0.3333333333333333
249,"With the arrival of massive US bombers at UK bases, #KierStarmer is joining #Trump&#39;s murderous bombings which include - according to the BBC - schools, hospitals and cultural sites. #Iran #IranWar #WarCrimes",negative,General Conflict,arrival massive u bomber u base join murderous bombing include accord bic school hospital cultural site,negative,-1.0,1.0
250,"""~1/4 of ppl in #Lebanon are under evacuation orders. J Ristord, our head of mission:🚨400K ppl had 1 hour to flee➡️sleeping in cars/in need of water &amp; essentials.""-MSFIsraeli FIN MIN Smotrich toured the border with LB &amp; vowed that💔“very soon, Dahiya will look like Khan Younis.” Commentary ID's a similar pattern in the💔“apocalyptic” scenes unfolding in Tehran. Israeli DEF MIN Katz has called this a “tornado plan” to “destroy Tehran.""#IranWar #Israel #WarCrimes #USPolhttps://mondoweiss.net/2026/03/israel-is-using-the-gaza-doctrine-in-lebanon-and-iran/",neutral,General Conflict,pal evacuation order history head mission police car light pal hour flee right arrow sleep carson need water amp essential israeli fin min rich tour border la amp vow broken heart soon bahia look like khan commentary id similar pattern broken heart apocalyptic scene unfold tehran israeli def min kate call tornado plan destroy tehran,negative,-0.25,0.25
251,An Uzbek citizen in Israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert https://ow.ly/cxoE50Yqw2k #Uzbekistan #Israel #CentralAsia #RocketAlert #Iranwar Uzbek Citizen Detained in Isra...,neutral,General Conflict,uzbek citizen israel detain post video mock civilian rush bomb shelter rocket alert uzbek citizen detain,negative,-1.0,1.0
252,An Uzbek citizen in Israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert https://timesca.com/uzbek-citizen-detained-in-israel-after-video-mocking-civilians-during-rocket-alert/ #Uzbekistan #Israel #CentralAsia #RocketAlert #Iranwar,neutral,General Conflict,uzbek citizen israel detain post video mock civilian rush bomb shelter rocket alert,negative,-1.0,1.0
253,Did we ever figure out what was the reason we started #IranWar?,neutral,General Conflict,ever figure reason start,neutral,0.0,0.0
254,A year ago Ukraine was told it had “no cards.”Today the U.S. is asking Kyiv how to defend against Iranian drone swarms.War has a strange way of reshuffling the deck. https://www.washingtonpost.com/national-security/2026/03/06/us-unprepared-iran-drones-ukraine/ #iranwar #press,neutral,Military Action,year ago ukraine tell card today u ask kit defend iranian drone swarm war strange way reshuffle deck,negative,-1.0,1.0
255,A year ago Ukraine was told it had “no cards.”Today the U.S. is asking Kyiv how to defend against Iranian drone swarms.War has a strange way of reshuffling the deck. https://www.washingtonpost.com/national-security/2026/03/06/us-unprepared-iran-drones-ukraine/ #IranWar #press,neutral,Military Action,year ago ukraine tell card today u ask kit defend iranian drone swarm war strange way reshuffle deck,negative,-1.0,1.0
256,"Radar bases housing key US missile interceptor hit in Jordan, Saudi Arabia, and UAE, satellite images show. 🎉 https://edition.cnn.com/2026/03/05/middleeast/radar-bases-us-missile-defense-iran-war-intl-invs#usa #iran #iranwar #news",neutral,Military Action,radar base housing key u missile interceptor hit jordan saudi arabia use satellite image show party popper,neutral,0.0,0.0
257,What Kind of Supreme Leader Would Mojtaba Khamenei Be? | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/what-kind-supreme-leader-would-mojtaba-khamenei-be,neutral,General Conflict,kind supreme leader would montana karen washington institute,positive,1.0,1.0
258,IT'S IRAN INTERNATIONAL!  #mediumwave #Iran #IranWar #WARINIRANRE: https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mggag2hty22m,neutral,General Conflict,iran international,neutral,0.0,0.0
259,"Israeli troops push into Lebanon for yet another war with Iran&#39;s proxy HezbollahThe BBC sees troops and tanks massing near the border, as speculation mounts that Israel is planning a full-scale ground invasion to fight Hezbollah.https://www.bbc.com/news/articles/cpv8xlvk3p4o?at_medium=RSS&amp;at_campaign=rss#Lebanon #IranWar #Israel #LebanonNews #IsraelNews #IranNews #Iran #News",negative,General Conflict,israeli troop push lebanon yet another war iran proxy hezbollah bic see troops tank mass near border speculation mount israel plan full scale ground invasion fight hezbollah,negative,-1.0,1.0
260,Dan Mangan reports what's driving the push for more war production. President Trump met with defense CEOs to quadruple 'Exquisite Class' weaponry output due to the Iran conflict and munition stockpile concerns. Understanding these decisions is crucial. See Mangan's full report.https://www.cnbc.com/2026/03/06/iran-war-trump-defense-companies-pete-hegseth.html #DefenseIndustry #IranWar #MilitarySpending,neutral,General Conflict,dan manga report whats drive push war production president trump meet defense co quadruple exquisite class weaponry output due iran conflict munition stockpile concern understand decision crucial see manga full report,neutral,0.0,1.0
261,"I am now listening to a short piece by Kyle Kulinski .He’s mentioning how a barrel of oil is now pushing $90 and I guess the OPEC nations are hoping it pushes up to $200 a barrel.I am very grateful I live walking distance for every single one of my basic needs. This doesn’t change the reality that the entire economy is affected by energy prices, and those that have to drive are really deeply fucked.Welcome to the reason that car free is a good idea#Iran #IranWar",negative,General Conflict,listen short piece kyle kolinsky he mention barrel oil push guess open nation hop push barrel grateful live walking distance every single one basic need change reality entire economy affect energy price drive really deeply fucked welcome reason car free good idea,positive,1.0,1.0
262,WFP mobilizes to keep food moving as Middle East conflict escalates | World Food Programme #IranWar https://www.wfp.org/stories/wfp-mobilizes-keep-food-moving-middle-east-conflict-escalates,neutral,General Conflict,wop mobilize keep food move middle east conflict escalate world food programme,negative,-1.0,1.0
263,IDF estimates over 60% of Iran's missile launchers taken out  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/idf-estimates-over-60-of-irans-missile-launchers-taken-out/,neutral,Military Action,estimate iran missile launcher take,neutral,0.0,0.0
264,"I would have boosted, but THIS is next level shit as far as war propaganda goes and requires a content warning.https://mastodon.social/@thetnholler.bsky.social@bsky.brid.gy/116183738416591463#USWarDepartment #IranWar #ComputerGameAesthetics #WarGames #DeHumanization #WarCrimes #Hegseth #JDVance #Trump #RealDeath #Casualties #War",negative,General Conflict,would boost next level shit far war propaganda go require content warning,negative,-0.5,0.5
265,Steven Camley @CamleyCartoons on #Iran #IranWar #MiddleEastConflict #TrumpWar #Churchill @heraldscotland – political cartoon gallery in London original-political-cartoon.com,neutral,General Conflict,steven cam ley political cartoon gallery london originalpoliticalcartooncom,neutral,0.0,0.0
266,"864 kHz: another #clandestine programming to #Iran. This time it sounds more analytical, with plenty of mentions of Trump and extensive soundbytes of him, translated. VOA? Over/under the Egyptian, this time I used the Co-Channel Canceller to keep NMA in check. #mediumwave #IranWar #WARINIRAN",neutral,General Conflict,khz another programming time sound analytical plenty mention trump extensive soundbites translate via egyptian time use co channel canceller keep nam check,positive,1.0,1.0
267,Peter Brookes @BrookesTimes on Donald #Trump and Keir #Starmer #Iran #IranWar #MiddleEastConflict #TrumpWar #TraceyEmin #SpecialRelationship @thetimes – political cartoon gallery in London original-political-cartoon.com,neutral,General Conflict,peter brooke donald kerr political cartoon gallery london originalpoliticalcartooncom,neutral,0.0,0.0
268,"'While #Israel does not desire to depopulate and settle Iranian territory in the way that it does Palestinian or Lebanese land, the policy of collective punishment of the entire population has been much the same, both now and during the so-called “Twelve-Day War” in June of last year.'https://www.thenation.com/article/world/israel-iran-holy-war-amalek-haman/#Iran #IranWar #warOnIran #régimeChangeWars #MiddleEast #warCrimes #CrimesAgainstHumanity #USpol",neutral,General Conflict,desire depopulate settle iranian territory way palestinian lebanese land policy collective punishment entire population much call twelve day war june last year,neutral,0.0,0.0
269,"If there isn&#39;t a Nobel prize for war crimes I think it&#39;s time we had one, and when #Trump goes to collect, a bunch of masked thugs can drag him off to the Hague. #NobelPrize #ICC #IranWar #Iran",negative,General Conflict,int nobel prize war crime think time one go collect bunch mask thug drag hague,negative,-0.5,0.5
270,US-Israel war on Iran could end Middle East tourism boomThe tourism industry on the Arabian Peninsula has experienced remarkable growth in recent years. But the US-Israeli war and Iran&#39;s retaliatory strikes across Gulf state borders is now slowing that momentum.https://www.dw.com/en/us-israel-war-on-iran-could-end-middle-east-tourism-boom/a-76245480?maca=en-rss-en-all-1573-rdf#USA #Israel #IranNews #Iran #IsraelNews #IranWar #News #USANews,neutral,General Conflict,u israel war iran could end middle east tourism boom tourism industry arabian peninsula experience remarkable growth recent year u israeli war iran retaliatory strike across gulf state border slow momentum,negative,-0.2,0.2
271,"Now that #Trump and #Netanyahu have opened Pandora&#39;s box - a world without law or accountability for the powerful - we should expect China to take Taiwan.Not long ago this seemed unlikely, now it will be surprising if they don&#39;t do so soon. They have plans ready to go, the only impediment is if they shy away from the human cost. But I don&#39;t think China worries about casualties any more than these war criminals. #Iran #IranWar #China #Taiwan",negative,General Conflict,open pandora box world without law accountability powerful expect china take taiwan long ago seem unlikely surprising do soon plan ready go impediment shy away human cost do think china worry casualty war criminal,negative,-0.75,0.75
272,738 kHz: IRIB Radio Bushehr appears to still run its own programming instead of the compulsory midnight news from IRIB Radio Iran 😮 weak signal. #mediumwave #Iran #IranWar #WARINIRAN,neutral,General Conflict,khz iris radio usher appear still run program instead compulsory midnight news iris radio iran face open mouth weak signal,negative,-1.0,1.0
273,US bomber ‘the Bone’ that can hit 900mph while carrying 24 missiles lands in UK  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/us-bomber-the-bone-can-hit-900mph-carrying-24-missiles-lands-uk-27263019/,neutral,Military Action,u bomber bone hit mph carry missile land u,neutral,0.0,0.0
274,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.One tanker already reported an explosion.It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity.#IranWar #Hormuz https://maps.greenpeace.org/maps/gpde/hormuz-strait-2026/?utm_Source=nickofnz&amp;utm_medium=nickofnz #oilspill #iran #Hormuz #HormuzStrait",neutral,General Conflict,greenpeace map oil tanker trap strait hormuz one tanker already report explosion carry oil five fully load tanker carry total billion litre oil anchor vicinity,negative,-1.0,1.0
275,Leaked accounts of meetings of the National Security Council (NSC) have exposed the British Labour government’s detailed advance knowledge of the US-Israeli assault on Iran.#IranWar #Starmer #Labourhttps://www.wsws.org/en/articles/2026/03/06/gtcf-m06.html,neutral,General Conflict,leaked account meeting national security council csc expose british labour government detail advance knowledge u israeli assault iran,negative,-1.0,1.0
276,"Right now, Radio Farda is on 7465 AND 7470 at the same time, QRMing itself! 🤣  Iranian Bubble Jammer remains on 7515.  #shortwave #Iran #IranWar #WARINIRAN",neutral,General Conflict,right radio garda time arm roll floor laugh iranian bubble jammer remains,positive,1.0,1.0
277,"🇺🇳 🕊️ “All the unlawful attacks in the Middle East and beyond are causing tremendous suffering and harm to civilians throughout the region – and pose a grave a risk to the global economy, particularly to the most vulnerable people.The situation could spiral beyond anyone’s control.It is time to stop the fighting and get to serious diplomatic negotiations.The stakes could not be higher.”-  António Guterres, United Nations Secretary-General#Iran #IranWar #UN #UnitedNations",neutral,Military Action,united nation dive unlawful attack middle east beyond cause tremendous suffer harm civilian throughout region pose grave risk global economy particularly vulnerable people situation could spiral beyond anyone control time stop fight get serious diplomatic negotiation stake could higher antonio gutierrez united nation secretary general,negative,-0.7142857142857143,0.7142857142857143
278,"That ship the USA torpedoed nowhere near the war zone - was unarmed - and the USA knew this. Such cowardly blood lust from Trump. The USA is being run by a bunch of toddlers who can&#39;t resist firing the weapons they never imagined they&#39;d be in charge of. What next, tactical nukes? There&#39;s no limit to what these dangerous wankers could do.#Iran #IranWar",negative,General Conflict,ship u torpedo nowhere near war zone unarm u know cowardly blood lust trump u run bunch toddler cant resist firing weapon never imagine charge next tactical nuke limit dangerous wanker could,negative,-0.5,0.5
279,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.  One tanker already reported an explosion.  It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity. #IranWar #Hormuz  maps.greenpeace.org/maps/gpde/ho...Oil tankers trapped in the Str...",neutral,General Conflict,greenpeace map oil tanker trap strait hormuz one tanker already report explosion carry oil five fully load tanker carry total billion litre oil anchor vicinity mapsgreenpeaceorgmapsgpdehooil tanker trap str,negative,-1.0,1.0
280,"@mcnado That was my reaction, too, when I was reading about what's happening in Tehran — it sounds like Gaza. Hospitals and residential neighborhoods are getting bombed. Food is scarce. How in hell does this align with any of rationales given for this starting this war? Gift link:  https://www.telegraph.co.uk/gift/306424adc42a3c77#Iran #IranWar #Tehran #uspol #Gaza",negative,General Conflict,reaction read whats happen tehran sound like gaza hospital residential neighbourhood get bomb food scarce hell align rationale give start war gift link,negative,-0.5,0.5
281,Ben Jennings @BJennings90 on #Trump #Iran #MiddleEastConflict #IranWar #MiddleEastConflict #TrumpWar @officialinews_ – political cartoon gallery in London original-political-cartoon.com,neutral,General Conflict,ben jennings political cartoon gallery london originalpoliticalcartooncom,neutral,0.0,0.0
282,"This is your periodic reminder that ANGER IS A GIFT! Especially now! Don't let it consume you, but let it be the start of a global revolution! 🔥 #Trump #Netanyahu #USA #Israel #Iran #IranWar #Venezuela #Libanon #Palestine #Gaza #ICE #Epstein #capitalism",neutral,General Conflict,periodic reminder anger gift especially do let consume let start global revolution,negative,-1.0,1.0
283,Fleeing private #jets: what a #metaphor for something at this pointhttps://www.euronews.com/2026/03/05/stark-global-inequality-calls-for-taxes-on-private-jets-grow-louder-as-uber-wealthy-flee-d #climate #climatechange #dubai #iran #iranwar #airquality,neutral,General Conflict,flee private something point,negative,-1.0,1.0
284,"5885 kHz: Iran International has been completely missing from #shortwave for a few hours as 12110 was inactive and 17900 was on, but obviously it's more of a daylight-hours thing... but there it is, actually off-freq to 5885.3 🤨 no jamming. #shortwave #Iran #IranWar #WARINIRAN",negative,General Conflict,khz iran international completely miss hour inactive obviously daylight hour thing actually freq face raise eyebrow jamming,negative,-1.0,1.0
285,#IranWar #americanempire #israhell https://open.substack.com/pub/dropsitenews/p/iran-denies-trump-united-states-negotiations-new-supreme-leader-israel-bombing-tehran?utm_source=share&amp;utm_medium=android&amp;r=e2vg1,neutral,General Conflict,,neutral,0.0,0.0
286,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets. -CNN Chiron  Chickens coming home to roost is putting it very, very mildly.   #Iran #IranWar #NationalSecurity",negative,General Conflict,trump buddy putin give assistance iran war effort provide intel u military target chiron chicken come home roost put mildly,positive,1.0,1.0
287,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets.-CNN ChironChickens coming home to roost is putting it very, very mildly. #Iran #IranWar #NationalSecurity",negative,General Conflict,trump buddy putin give assistance iran war effort provide intel u military target chiron chicken come home roost put mildly,positive,1.0,1.0
288,If I told you Trump wanted to rename Iran and call it Trumpington after himself would you even be surprised?#Trump #iranwar #trumpington,neutral,General Conflict,told trump want rename iran call trumping would even surprise,positive,1.0,1.0
289,Why are wealthy Dubai residents stuck abroad racing back to the UAE?  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/wealthy-dubai-residents-stuck-abroad-racing-back-uae-27260209/,neutral,General Conflict,wealthy dubai resident stick abroad race back use,positive,1.0,1.0
290,How fuel prices have surged since start of Iran war  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/fuel-prices-surged-since-start-iran-war-27261124/,negative,General Conflict,fuel price surge since start iran war,neutral,0.0,0.0
291,"Oil is 36% more expensive in one month due to Trump&#39;s illegal war, UK mortgage rates have already risen with inflation sure to follow, brakes on trade, business confidence, energy price hikes are all now certain. An economic doom spiral is starting as the BBC confirms the US and #Israel are bombing schools, hospitals and cultural sites in war crime upon war crime.#KierStarmer walked the UK right into this by kowtowing to Trump. They should all be prosecuted by the #ICC. #IranWar #Iran",negative,General Conflict,oil expensive one month due trump illegal war u mortgage rate already rise inflation sure follow brake trade business confidence energy price hike certain economic doom spiral start bic confirms u bomb school hospital cultural site war crime upon war crime walk u right kowtow trump prosecute,negative,-0.2727272727272727,0.2727272727272727
292,Marina Hyde nails it of course.#iranwar https://www.theguardian.com/commentisfree/2026/mar/06/iran-war-britain-us-israel-keir-starmer-donald-trump-benjamin-netanyahu,neutral,General Conflict,marina hyde nail course,neutral,0.0,0.0
293,"US applauds Israel: 'We knew they were good, but we didn't know how good'  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/us-applauds-israel-we-knew-they-were-good-but-we-didnt-know-how-good/",neutral,General Conflict,u applaud israel know good didst know good,positive,1.0,1.0
294,Russia aiding Iran with intelligence on US military assets  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/russia-aiding-iran-with-intelligence-on-us-military-assets/,neutral,General Conflict,russia aid iran intelligence u military asset,positive,1.0,1.0
295,"Well. So not only are oil prices doing a mooonshot — and this will continue — but today’s jobs report? Disastrous.But Trump will just keep digging in. When the Iranians blow up a tanker, and they very likely will, the “US agency to create $20bn reinsurance facility for Gulf shipping” will when this happens, use taxpayer money to reimburse ship owners. 🖕🏻🖕🏻🖕🏻#USPolitics #IranWar #Trump",negative,General Conflict,well oil price moon shot continue today job report disastrous trump keep digging iranian blow tanker likely u agency create reinsurance facility gulf ship happens use taxpayer money reimburse ship owner middle finger light skin tone middle finger light skin tone middle finger light skin tone,neutral,0.0,1.0
296,"Trump: No deal with Iran, only unconditional surrender  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/trump-no-deal-with-iran-only-unconditional-surrender/",negative,General Conflict,trump deal iran unconditional surrender,positive,0.3333333333333333,0.3333333333333333
297,"When you push em to hurry up, corners get cut, lives get lost  PLAN BETTER: that's the better approach and the real solution  Also, don't start wars you're not ready for  Better yet, don't start wars, full stop. 3  #Iran #IranWar",negative,General Conflict,push pm hurry corner get cut life get lose plan well good approach real solution also do start war ready well yet do start war full stop,positive,0.6,0.6
298,"The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin""  It also resulted in a saying often cited in my family: ""Good enough for govt work""  It was a sardonic joke, carried over no doubt from my grandpa who worked for Brewster 2  #Iran #IranWar",neutral,General Conflict,result brewster buffalo wii fighter plane quickly earn nickname fly coffin also result say often cite family good enough govt work sardonic joke carry doubt grandpa work brewster,positive,0.14285714285714285,0.14285714285714285
299,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions.   They def don't know WWII history.  Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.  They did - to disastrous effect. 1  #Iran #IranWar #USpol",negative,General Conflict,trump call contractor speedily fulfill need munition def do know wii history brewster premier maker auto body tell cut cost lose contract disastrous effect,positive,0.2,0.2
300,“Who _had_ the cards?”#Trump#USA #iranwar https://www.destentor.nl/buitenland/trump-voert-oorlog-tegen-iran-maar-munitie-slinkt-nu-smeekt-hij-bij-europa-en-oekraine~a618f244/,neutral,General Conflict,card,neutral,0.0,0.0
301,"We are now at war with Iran. Why? What changed?  The latest Epstein files are a story that won’t go away for Trump, despite his best efforts to distract us from them. The latest are ricocheting across the internet, including with the president’s QAnon base. The Justice Department apparently tried to hide these files from the public, which has led many people to ask why. Now we know, and it’s truly bad for #Trump #Pedophile #USA #EpsteinFiles #children #Epstein #IRanwar #War #America #Justice",negative,General Conflict,war iran change late epstein file story wont go away trump despite best effort distract u late ricochet across internet include president canon base justice department apparently try hide file public lead many people ask know truly bad,neutral,0.09090909090909091,0.9090909090909091
302,It&#39;s being reported that China is providing military equipment to Iran. #IranWarIran Signals Deeper Support from Russia and China in War with the U.S. and Israel - Robert Lansing Institutehttps://lansinginstitute.org/2026/03/06/iran-signals-deeper-support-from-russia-and-china-in-war-with-the-u-s-and-israel/,neutral,General Conflict,report china provide military equipment iran signal deeper support russia china war u israel robert lansing institute,positive,1.0,1.0
303,"""Something has gone terribly wrong in our system of checks and balances🚨when a lawmaker, frightened of the president, demands anonymity to say -he's🚨🚨🚨 worried POTUS may have triggered ""doomsday"" by launching a poorly planned war.""-A Day#MafiaDon #Fascism #Republicans #IllegalWar #IranWar #Lawless #TrumpRegime #Kakistocracy #Doomsday #Protest #NoKings #Uprising #USPolhttps://www.ft.com/content/e24fec42-3fd1-4a53-bca8-59a1abd42395",negative,Protest/Activism,something go terribly wrong system check balance police car light lawmaker frighten president demand anonymity say police car light police car light police car light worry lotus may trigger doomsday launch poorly plan war day,negative,-1.0,1.0
304,"It was a sardonic joke. Carried over no doubt from my grandfather who worked for BrewsterWhen you push em to hurry up, corners get cut, lives get lostPLAN BETTER: that's the better approach and the real solutionAlso, don't start wars you're not ready forBetter yet, don't start wars, full stop.2#Iran #IranWar",neutral,General Conflict,sardonic joke carry doubt grandfather work brewster push pm hurry corner get cut life get lose plan well good approach real solution also do start war ready well yet do start war full stop,positive,0.1111111111111111,0.1111111111111111
305,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions. They def don't know WWII history.Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.They did - to disastrous effect.The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin"" It also resulted in a saying often cited in my family: ""Good enough for govt work""1#Iran #IranWar #USpol",neutral,General Conflict,trump call contractor speedily fulfill need munition def do know wii history brewster premier maker auto body tell cut cost lose contract disastrous effect result brewster buffalo wii fighter plane quickly earn nickname fly coffin also result say often cite family good enough govt work,positive,0.5,0.5
306,"Oh oh, VOA Farsi is missing from #shortwave! 😱  7590 - missing 9915 - missing 11575 - carries Radio Farda instead, at least from 1400z  1548 still has VOA w/ Iranian Bubble Jammer now actually on *1548*  #shortwave #mediumwave #Iran #IranWar #WARINIRAN",neutral,General Conflict,via farsi miss face scream fear miss miss carry radio garda instead least still vow iranian bubble jammer actually,negative,-1.0,1.0
307,Christian Adams @Adamstoon1 on #Iran #IranWar #KeirStarmer #Churchill #MiddleEastConflict @Telegraph – political cartoon gallery in London original-political-cartoon.com,neutral,General Conflict,christian adams political cartoon gallery london originalpoliticalcartooncom,neutral,0.0,0.0
308,"At 1744z, look at this!  Radio Farda will likely stay permanently on 7470 via Kuwait, while the other relay nearby via UZB will keep changing freqs to evade #jamming  2h ago, 7470 attracted the Bubble Jammer, 7520 did not  Now, 7470 is NOT jammed, while 7490 is!  #shortwave #Iran #IranWar #WARINIRAN",neutral,General Conflict,look radio garda likely stay permanently via kuwait relay nearby via uzi keep change freq evade ago attract bubble jammer jam,negative,-1.0,1.0
309,The Wartime Role of Iran’s “Axis”: Countering Proxy and Terrorist Threats | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/wartime-role-irans-axis-countering-proxy-and-terrorist-threats,neutral,General Conflict,wartime role iran axis counter proxy terrorist threat washington institute,negative,-1.0,1.0
310,"""10-yr-old Iranian child in Minab recounts the strike that💔killed her 11-yr-old brother &amp; their teacher mother.""-Clash Report""State TV carried🚨images showing a large crowd of mourners in Minab weeping over what appear to be bodies wrapped in white shrouds. Other images released by state media on Tues show individuals preparing💔coffins draped in the Iranian flag --some bearing photographs of children.""#Hegseth must resign, Trump: impeached‼️#WarCrimes #IranWar #USPolhttps://www.cbsnews.com/news/iran-girls-school-alleged-strike/",negative,General Conflict,world iranian child final recount strike break heart kill world brother amp teacher mother clash report state carry police car light image show large crowd mourner final weeping appear body wrap white shroud image release state medium tues show individual prepare broken heart coffin draped iranian flag bearing photographs child must resign trump impeach double exclamation mark,negative,-0.7777777777777778,0.7777777777777778
311,Trump Demands Final Say in Selecting Iran’s Future Leader  Trump administration officials have previously denied that regime change was a goal of their war on Iran.  https://murica.website/2026/03/trump-demands-final-say-in-selecting-irans-future-leader/,negative,General Conflict,trump demand final say select iran future leader trump administration official previously deny regime change goal war iran,positive,0.3333333333333333,0.3333333333333333
312,"Radar bases housing key US missile interceptor hit in Jordan, Saudi Arabia, and UAE, satellite images showhttps://www.cnn.com/2026/03/05/middleeast/radar-bases-us-missile-defense-iran-war-intl-invs#IranWar",neutral,Military Action,radar base housing key u missile interceptor hit jordan saudi arabia use satellite image show,neutral,0.0,0.0
313,"1368 kHz: Studio 13 in Thessaloniki🇬🇷 alone on the freq w/ Greek music and IDs by YL &amp; OM @ 1732z, as IRIB Radio Golestan is missing. #mediumwave #mwdx #Iran #IranWar #WARINIRAN",neutral,General Conflict,khz studio thessaloniki greece alone freq greek music id al amp iris radio polestar miss,negative,-1.0,1.0
314,"RE: https://journa.host/@ScottLucas/116181133954451208Leaders of #Iraq and Iraqi #Kurdistan publicly oppose US plans to support cross-border incursion by Iranian Kurdish peshmerga into western #Iran""Iraqi territory must not be used as a launching point for attacks against neighboring countries”#IranWar",negative,Military Action,iraqi publicly oppose u plan support cross order incursion iranian kurdish pusher western iraqi territory must use launch point attack neighbour country,negative,-0.3333333333333333,0.3333333333333333
315,"Iran spent years fostering proxies in Iraq. Now, many aren’t eager to join the war | Reuters #IranWar https://www.reuters.com/investigations/iran-spent-years-fostering-proxies-iraq-now-many-arent-eager-join-war-2026-03-06/ https://www.reuters.com/investigations/iran-spent-years-fostering-proxies-iraq-now-many-arent-eager-join-war-2026-03-06/?utm_source=Sailthru&amp;utm_medium=Newsletter&amp;utm_campaign=One-Essential-Read&amp;utm_term=030626&amp;lctg=68a722f18ccd7509680aca38",negative,General Conflict,iran spent year foster proxy iraq many agent eager join war reuters,positive,1.0,1.0
