row_id,sentiment_text,ground_truth
183,Day 8 of #IranWar: #US and #Israel Strikes “Turning #Tehran Into #Gaza”#Iran(h/t Deepa Parent of The Guardian)https://eaworldview.com/2026/03/us-israel-strikes-turning-tehran-into-gaza/,neutral
184,Missiles in the Gulf could dim the lights in Dhaka. #Bangladesh #Bangladesheconomy #BangladeshFinances #BangladeshRemittances #BangladeshTextileIndustry #HormuzStrait #IranWar #LNGPrices #Oilprices #SouthAsia https://iwpost.com/missiles-in-the-gulf-could-dim-the-lights-in-dhaka/?fsp_sid=3531,neutral
185,#Iranian Ballistic Missile hits #US Air Base in #SaudiArabia striking a US AN/TPY-2 radar for THAAD AD missile system#IranIsraelUSWar #IranWar,negative
186,#Bahraini people uprising against their government during #Iran war#IranWar,negative
187,"Somehow, I don&#39;t think US troops will survive Iran.Remember the Iran/Iraq War?Remember the mass casualties?Iran makes the Russian human wave infantry attacks look like a circus.They will die by the thousands to take out one US infantry company.Trump seriously fucked up, but he does this all the time.This time is more severe.IRGC is not some 20 year old Iraqi kid fresh out of bootcamp.They have been fighting Israel for years through Hezbollah and friends .No one wins#IranWar #trump",negative
188,Pete Hagseth needs to be in prison for war crimes. #Iran #IranWar,negative
189,Pete Hagseth needs to be in prison for war crimes.  #Iran #IranWar,negative
190,no ceasefire on our agenda“A ceasefire is not on the Iranians’ agenda right now. A ceasefire may come after we’ve imposed costs…#NewsBeep #News #Headlines #Ceasefire #HassanAhmadian #iranwar #Israel #Worldhttps://www.newsbeep.com/422359/,neutral
191,The Latest: Israel hammers Beirut and Tehran as Iran attacks more Israeli targetsGulf countries say they have intercepted more ballistic missiles and drones on Saturday as Iran launched another wave…#NewsBeep #News #BreakingNews #2024-2026Mideastwars #breakingnews #Dronesurveillanceandwarfare #Generalnews #iranwar #Israel #Militarytechnology #ML--Iran-US-The-Latest #Politics #Worldnewshttps://www.newsbeep.com/422354/,negative
192,"Interview: &quot;Trump Has No Clear Plan on Iran&quot;: fmr US officials&quot;Before my resignation, [this]is exactly what I was warning against&quot;.~Hala Rharrit&quot;It is ludicrous to expect the American people to believe that Iran would have attacked the US preemptively in the middle of negotiations.&quot;And the contradictory messages from Trump et al. show “how little they were really thinking this through before they went to war.”~Jasmine El-Gamalhttps://www.democracynow.org/2026/3/5/iran_state_defense #USPol #EUPol #IranWar .",neutral
193,‘Up There With My Lai’: Investigations Find US Was Likely Behind Iranian School MassacreUS investigators reportedly believe that American forces were behind the bombing of an Iranian girls’ school that killed…#NewsBeep #News #Topstories #Headlines #InternationalLaw #iranwar #Schools #TopStories #USmilitary #Warcrimeshttps://www.newsbeep.com/422307/,negative
194,Timeline of destruction in the Middle East one week on since first Iran strikes  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/timeline-destruction-middle-east-one-week-since-first-iran-strikes-27259074/,neutral
195,Well what do you know?We&#39;re still alive!In the old days we would have thanked a (usually male) deity for giving us another day.Now we are thankful that one or another (male) demagogue has not pressed their &quot;big red button&quot; during the night.Or rather the &quot;insignificant grey lever&quot; or the &quot;small purple switch&quot; as our junior family members have decided to call them.#trump #putin #netanyahu #xijinping #kimjongun #iranWar,neutral
196,"Prof. #TimothySnyder Prof. #RuthBenGhiat Thinking Live with Ruth Ben-Ghiat on Iran, Strongmen, and moreA recording from Timothy Snyder&#39;s live video with Ruth Ben Ghiathttps://snyder.substack.com/p/thinking-live-with-ruth-ben-ghiat#us #usa #iranWar #fascism #strongMen #Ukraine #UkraineWar #StandWithUkraine",neutral
197,"Trump’s Real Plan for Iran Might Be Coming Into View - (from the article) …on Thursday, in a phone interview with Axios, Trump said, “I have to be involved in the appointment” of a new supreme leader in Iran, “like with Delcy [Rodríguez] in Venezuela.” Leaving aside his naive notion that Iran is anything like Venezuela, the remark should splash several gallons of cold water on anyone—democratic protester, Iranian military renegade, Kurdish militiaman, anyone—who might be thinking about heeding Trump’s call to join the war in the hopes of reshaping Iran afterward. Trump views himself as the one who will take charge; he sees domination as the just reward for violently ousting the old leader. The war in Iran is Trump’s war (and Netanyahu’s too)—even if thousands, in some way millions, of other people are paying the price. #IranWar #TrumpsWar #war #MiddleEast #Iran #RepublicansOwnThis  https://slate.com/news-and-politics/2026/03/iran-trump-news-war-kurds-kurdistan.html",negative
198,"This ADSB receiver is pushing out all kinds of crap, either it's being jammed or it is deliberately spoofing. (probably jammed, someone's GPS jammer is throwing its position off significantly). #IranWar #aviation",negative
199,"UAE93P has rerouted to DWC, instead of DXB, which is the next airport over in Dubai... definitely must have issues as of 3/7/26 0514UTC. Not going to watch it all night, but very interesting. Hope no civilian fatalities from that fiasco there. #aviation #DXB #IranWar",neutral
200,"#Satellite firm pauses #imagery after revealing Iran's attacks on US bases#PlanetLabs , one of the world's leading commercial satellite imaging companies, said Friday it is placing a hold on releasing imagery of some parts of the #MiddleEast as a regional #war enters its second week.#iran #iranwar #privacy #securityhttps://arstechnica.com/space/2026/03/satellite-firm-pauses-imagery-after-revealing-irans-attacks-on-us-bases/",neutral
201,"#Trump has privately shown serious interest in U.S. ground troops in Iran - Oh, no‼️This angry toddler is having a tantrum, and it’s going to cost us lives and billions of dollars that could be far better spent at home. For what? We’re fighting Israel’s war. #Iran was never a direct threat to the USA - on that experts agree. And now, chaos monkey is considering boots on the ground. Iran is as big as all of western Europe. Starting to look like a quagmire to me, like so many ill-conceived military adventures before it. #IranWar #MiddleEast #Military #RepublicansOwnThis #TrumpRegime  https://www.nbcnews.com/politics/white-house/trump-privately-shown-serious-interest-us-ground-troops-iran-rcna262176",negative
202,UAE13U and UAE93P seem to be making new plans. The people running around in circles look like they are packed in there... stacked up in the same circle. #IranWar #UAE #aviation #DXB,neutral
203,"This plane looks to be noping out... the other plane no longer visible, did not see it land and the position was off... (but could be GPS jamming and they landed and turned of ADSB). Either that, or bad stuff happened. Anyway... landing at an airport under attack is no bueno. #IranWar #aviation #DXB",neutral
204,This looks fun (not). (reportedly debris issues at DXB)#aviation #DXB #IranWar #Dubai  https://www.flightradar24.com/UAE35Q/3ea107e4,neutral
205,"The Amad Atomic Archive stolen by Israel in 2018, showed Iran already perfected the multi-point detonation system, neutron initiators, &amp; high-voltage firing equipment required to make The Bomb decades ago.  endtropy.substack.com/p/operation-... #Iran #IranWar #krasnov #war #israel #ResidentDumpOperation Epic Folly(Fury) - P...",negative
206,"A very wise, well thought out deep analysis of the foundations &amp; implications of the foolish war with Iran endtropy.substack.com/p/operation-... #Iran #IranWar #krasnov #war #israel #ResidentDumpOperation Epic Folly(Fury) - P...",negative
207,A surge in AI-generated photos and videos from the Iran war. Be careful what you watch!https://www.bbc.com/news/articles/ckg8wvz427vo #iran #IranWar #middleeast #ai,neutral
208,"The AI bubble looks set to burst sooner than expected. It has been heavily funded by Middle Eastern money, and now those countries are looking to limit or withdraw their funding to maintain stability amid regional wars.#aibubble #iranwar #iran #ai",negative
209,"Iran’s strikes on Gulf energy sites rattle markets and raise recession fearsDuring the US-Israeli military buildup preceding the war that erupted one week ago, Iran continuously warned the world…#NewsBeep #News #Headlines #CA #Canada #Economy #Energy #Gulf #iranwarhttps://www.newsbeep.com/422185/",negative
210,I will never get used to having a U.S. Secretary of Defense who talks about war like he's a 12-year-old who just beat his big brother at a video game. #PeteHegseth #IranWar,negative
211,"How bad could a generalized war in the Middle East, started by the far-right leadership of the US  and Israel, become?It doesn't look good. #US #Israel #FarRight #IranWar #MiddleEast",negative
212,"Report: US investigators say the US military probably carried out the double-tap strike that killed 165, mostly young girls, at an Iranian elementary school.A &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians to arrive in order to kill them as well.https://www.middleeasteye.net/news/us-investigators-say-american-strike-most-likely-responsible-iranian-school-massacre #USWarCrimes #USPol #EUPol #IranWar #IranSchoolAttack #news .",negative
213,@self.agencyWhere are those who love Kinda? 💔Please help me get her Eid clothes and bring a little joy to her heart after three years of being deprived of happiness. Your support and donations mean so much to us. 🙏✨https://gofund.me/d0cc0587#Gaza #palestine #genocide #Israel #freepalestine #save_gaza_children #SupportGaza #Humanity #Muslim #Ramadan #StopTheGenocide #fediAid #iran #Gaza #Israel #IranWar #Iran #IsraelIranWar#IsraeliCrimes #GreaterIsrael #USPol #EUPol #imperialism,negative
214,Trump&#39;s Unconditional Surrender Demand: Maximalist War Aims or Practical Strategy?#IranWar #Trump #MiddleEast #AusNews #USMilitaryhttps://thedailyperspective.org/article/2026-03-07-trumps-unconditional-surrender-demand-maximalist-war-aims-or-practical-strategy-db0b0d78,neutral
215,Republicans own this illegal war. FUCK these cowards.“US Senate rejects war powers bill that would halt attacks against Iran”#iranWar #illegalWar #kakistocracyhttps://apnews.com/article/iran-war-senate-vote-war-powers-06f9465c16218f90192f7502baa736eb,negative
216,"RE: https://mastodon.social/@esraa_ii/116181288480599153Our hearts are heavy with sorrow, but your kindness brings us comfort. 💔😔In our desperate situation, we implore you – please, help us. Your support could change everything.Together, we can save my family. 🫂🙏Please help me. 🙏🥺I urgently need €150 to feed my family.Goal : 25$ \ 150$ #gaza #gazaverified #palestine #IranWar #iraq #iran",negative
217,#Troops #IranWar #truth #soldiers 💙🇺🇸,neutral
218,"&gt; The Iranian Revolutionary Guards Corps is reverting to its guerrilla roots and is operating with something like a cell structure. Reports from Iran suggest that before he was killed, Ayatollah Ali Khamenei established three to four layers of command in each of the major institutions. If one layer is killed by Israeli bombardment, the one beneath it activates.https://www.juancole.com/2026/03/fighting-guerrilla-conventional.html #JuanCole #USIsraeliAttackOnIran #IranWar",neutral
219,For people thinking of Conscientious Objection: Fact Sheet ❮ Resources ❮ GI Rights Hotline: Military Discharges and Military Counselinghttps://girightshotline.org/en/military-knowledge-base/conscientious-objection-discharge/#iranwar #usmiltary #ConscientiousObjector,neutral
220,"⬆️ Sen. #Whitehouse to uncover connections between #Trump, #Russia, and #Epstein He mentioned #Israel, #UnitedStates, #Britain, #UAE, #SaudiArabia, and others in this.What strikes me here is that #Venezuela, #Iran, and other targets of Trump&#39;s agression are nowhere to be found in the #TrumpEpstein Files.Trump might have tried the #IranWar to distract us from Epstein, but this speech by Whitehouse puts the focus back on the #pedophile scandal as well as on Russia.https://www.youtube.com/watch?v=ylvTFvJvB84",neutral
221,"Analysis: &quot;The Iranian Revolutionary Guard is reverting to its guerrilla roots &amp; is operating with something like a cell structure.&quot;&quot;Iran is fighting a techno-guerrilla war, [while] the US &amp; Israel fight a conventional one&quot;&quot;Quite apart from its failure, the tactic of killing civilian leaders is a war crime &amp; is unprecedented in modern warfare&quot;. Not even Putinhttps://www.juancole.com/2026/03/fighting-guerrilla-conventional.html #USPol #EUPol #IranWar #news .",negative
222,"Interview: &quot; We already are in a scenario where the US has lost control of this war&quot;&quot;Iran is the weaker party, but it has the capability to create a much longer mayhem than envisioned by the US &amp; Israel.&quot;~Political scientist Vali Nasrhttps://www.aljazeera.com/video/the-bottom-line/2026/3/4/iran-war-redrawing-the-map-of-the-middle-east-israeli-style #USPol #EUPol #IranWar #USImperialism #news #USIsraeliCrimes .",neutral
223,"@theintercept #GeoPol #WarInIran #IranWar #TrumpEven though I am not at all on the side of the inhumane #MullahRegime, I can totally agree to that and suggest a compromise: both sides step down and cease to misgovern their people and butcher international law and human rights, at home and abroad.#Impeach47//",negative
224,"#iran #iranwar #russia #gop Now some republicans are concerned about the report that Russia is helping Iran giving them information that is being used against American troops, this same week they gave Trump power to do whatever he wants in this unnecessary war , they are idiots, all of them , it is too late .https://www.ms.now/news/russian-support-iran-gop-unholy-alliance",negative
225,"Interview: &quot;Trump Has No Clear Plan on Iran&quot;: fmr US officials&quot;Before my resignation, [this]is exactly what I was warning against&quot;.~Hala Rharrit&quot;It is ludicrous to expect the American people to believe that Iran would have attacked the US preemptively in the middle of negotiations.&quot;And the contradictory messages from Trump et al. show “how little they were really thinking this through before they went to war.”~Jasmine El-Gamalhttps://www.democracynow.org/2026/3/5/iran_state_defense #USPol #EUPol #IranWar .",neutral
226,The operation that stunned the world  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/the-operation-that-stunned-the-world/,neutral
227,"Here’s what the finance and investment world is saying about #OilPrices and the global #Economy. It is clear, the longer the #IranWar goes on, the more everyone, including US consumers, will suffer. #TrumpRegime #RepublicansOwnThis #RepublicansDidThishttps://youtu.be/TitFHv6F9-w?si=PJ6RbvwSzvy_id3t",neutral
228,NOW ON VERDANT SQUARE RADIO == NOW PLAYING == The David Pakman Show 3/6/26 - The firings have started and the embarrassment is growing https://www.youtube.com/watch?v=zVQ980mHrO4 #news #uspol #geopolitics #iranwar #trump #commentary #progressive #left #DavidPakman #Democrats #vsn #radio  #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resisthttps://mastodon.social/@VerdantSquareRadio/116184716964852251 #news #arts #left #commentary #radio #publicradio #community #progressive,neutral
229,"Qatar says #IranWar will wreck the global economy. So let me get this straight… #Trump starts a war, along side #Israel that nobody (but Israel) wants. This war has already taken six American lives, and is costing US taxpayers $1 billion per day - while last month the US #economy lost 93,000 jobs. Oh, btw…we’re also subsidizing Israel’s costs - the country accused of the #GazaGenocide. We also somehow found billions to bail out Trump’s buddy in Argentina, and another $10 billion for the so-called #BoardOfPeace. While our rents are going up, the cost of groceries is through the roof, healthcare costs are skyrocketing just when many are losing insurance coverage; and, personal debt hits all-time highs. The #Affordability crisis means most can’t afford to own a home, and new cars are out-of-reach. And now, because of the #TrumpRegime, inflation is back - and will only increase as long as the #MiddleEast war continues. Don’t forget, #RepublicansDidThis https://youtube.com/watch?v=4botnQ726iI&amp;si=S7j6JgJbN8gmRtpE",negative
230,“Unconditional Surrender” does not happen unless you commit 25k+ ground forces. #ETTD #NoKings #IranWarhttps://www.nytimes.com/2026/03/06/us/politics/trump-unconditional-surrender-iran.html?smid=nytcore-ios-share,neutral
231,"New York markets tumbled for second day as oil prices surged over 12% to $90/barrel while February payrolls shocked with 92,000 job losses versus 59,000 gain expected, sparking stagflation fears as Iran war disrupts Middle East oil supply and Trump demands unconditional surrender#YonhapInfomax #OilPrices #EmploymentReport #Stagflation #IranWar #StraitOfHormuz #Economics #FinancialMarkets #Banking #Securities #Bonds #StockMarket https://en.infomaxai.com/news/articleView.html?idxno=108588",negative
232,A brief look at the new delivery systems Iran has deployed during the war to punch through air defence systems. (8 min)https://www.youtube.com/watch?v=Brcs-ZHd_Xg#Iran #IranWar #Defense #Defence,neutral
233,"Thinking about an Israeli Empire.Greater Israel looking more and more likely at this rate.With Palestinians ethnically cleansed, killed off or used as slave labour.Trump seems to be compromised by Israel and Russia.#GazaGenocide #WestBankSettlements #IranWar #Syria #Lebanon #GreaterIsrael",negative
234,"RE: https://mastodon.social/@RonSupportsYou/116184853130064983Dan Pfeiffer, about the #IranWar and its effects: &quot;This doesn’t even factor in the regime change war in the Middle East costing a billion dollars a day, disrupting the global economy and spiking oil prices&quot;:",negative
235,"&quot;Three big stories, all from yesterday, are walloping Trumpworld&quot; by Jay Kuo: https://statuskuo.substack.com/p/the-shit-hits-the-fan?r=1zr8b&amp;utm_campaign=post&amp;utm_medium=web&amp;triedRedirect=true&amp;_src_ref=mastodon.social #Noem #MarkWaynesWorld #IranWar #EpsteinFiles #coverup copy: @renewedresistance #politics",neutral
236,"He really wants to destroy the Labour Party, doesn&#39;t he?Making things too easy for the Greens!https://www.theguardian.com/politics/2026/mar/06/keir-starmer-accused-of-mimicking-trump-with-middle-east-crisis-tiktok-post#KeirStarmer #Starmer #IranWar #TikTok #Greens #GreenParty #GPEW #UKPOL #UKpolitics",negative
237,"Today we've seen, at various times:  Radio Farda on 1395 5875 [anywhere btwn 7465-7515] 9390 9515 12005 13755 + 24/7? 5860 7470 11575  Iran International 864 5885.3 9525 15750.3 17900, but not 12110  VOA 1730-2330z 1548, but NO SW (7590 9915 off; 11575 taken over by Farda)  #shortwave #Iran #IranWar",neutral
238,"I am a twice deployed US Army Iraq #veteran . They told the same lies then, too! ""They have WMDs!"" Like #trump or #jdvance  cares! We are all #suckersandlosers to them! #nowar #IranWar #meme #politics",negative
239,"Here is Donald Trump and his #IranWar #MissionAccomplished banner, but it is important to read the small print in this #PoliticalCartoon by Bill Bramhall:",neutral
240,"Speaker Mike Johnson falsely claimed: &quot;We are not at war.&quot; #IranWar #politics Dan Pfeiffer explained: &quot;This war is so illegal that if you call it a war, you are admitting to a crime.&quot;",negative
241,"In addition, when 12110 wasn't active, UTwente users were reporting Iran International on 15750, another new freq!  15750 did have strong Bubble #Jamming also but not for the entire time Iran International was on it; it went off around 1717z  #shortwave #Iran #IranWar #WARINIRANRE: https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mggge3ihts2m",neutral
242,"Ben Rhodes: &quot;The #IranWar benefits Bibi Netanyahu, Putin, and US defense contractors. The rest of us, not so much. Russia gains from the continued diminution of U.S. munitions, decreased attention on Ukraine, Gulf states hedging, a potential refugee crisis that could bolster far right parties in Europe, and increased divisions inside America.&quot; copy: @renewedresistance #UnjustifiedWar",neutral
243,"One freq I've overlooked today is 9525 kHz. Actually I've been to it, and did hear some Persian talk. But I kept thinking it was BBC to Afghanistan.  Nope -- Twente WebSDR chat says it's actually Iran International 😮  I think it's still active, but too weak here! #shortwave #Iran #IranWar #WARINIRAN",neutral
244,NOW PLAYING == The David Pakman Show 3/6/26 - The firings have started and the embarrassment is growing https://www.youtube.com/watch?v=zVQ980mHrO4 #news #uspol #geopolitics #iranwar #trump #commentary #progressive #left #DavidPakman #Democrats #vsn #radio  #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resist,negative
245,Stranded Americans in the Middle East navigate canceled flights and confusionAlyssa Ramos’ evacuation from Kuwait involved a 48-hour journey across four continents. The U.S. government did not h…#NewsBeep #News #Headlines #Aerospaceanddefenseindustry #AlyssaRamos #Business #CoryMcKane #DonaldTrump #Dubai #Generalnews #Iran #iranwar #JasonAltmire #MarcoRubio #MiddleEast #Politics #SusanDaley #U.S.DepartmentofState #U.S.news #UnitedArabEmirates #World #Worldnewshttps://www.newsbeep.com/421756/,neutral
246,"Trump demands unconditional surrender to &#39;Make Iran Great Again&#39;United States President Donald Trump has demanded Iran&#39;s &quot;unconditional surrender,&quot; a week after launching ‌war with ‌Israel ⁠against the country.https://www.sbs.com.au/news/article/trump-demands-unconditional-surrender-to-make-iran-great-again/rgzyyn5mr#Iran #USANews #News #Trump #IranWar #USA #IranNews",negative
247,Acknowledging @lookner for his exceptional coverage of the Iran conflict over the years. His insights are invaluable. Follow him and engage with his streams for comprehensive updates. #IranWar #OSINT,positive
248,"9390 kHz: another new frequency for Radio Farda!  // 5860; no jamming on either, although there's some jamming-like pulsating noise centered around 9385. And, WRMI is propagating on 9395.  But check 7470 if it's still on: yes. Another of today's additions.  #shortwave #Iran #IranWar #WARINIRAN",neutral
249,"With the arrival of massive US bombers at UK bases, #KierStarmer is joining #Trump&#39;s murderous bombings which include - according to the BBC - schools, hospitals and cultural sites. #Iran #IranWar #WarCrimes",negative
250,"""~1/4 of ppl in #Lebanon are under evacuation orders. J Ristord, our head of mission:🚨400K ppl had 1 hour to flee➡️sleeping in cars/in need of water &amp; essentials.""-MSFIsraeli FIN MIN Smotrich toured the border with LB &amp; vowed that💔“very soon, Dahiya will look like Khan Younis.” Commentary ID's a similar pattern in the💔“apocalyptic” scenes unfolding in Tehran. Israeli DEF MIN Katz has called this a “tornado plan” to “destroy Tehran.""#IranWar #Israel #WarCrimes #USPolhttps://mondoweiss.net/2026/03/israel-is-using-the-gaza-doctrine-in-lebanon-and-iran/",neutral
251,An Uzbek citizen in Israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert https://ow.ly/cxoE50Yqw2k #Uzbekistan #Israel #CentralAsia #RocketAlert #Iranwar Uzbek Citizen Detained in Isra...,neutral
252,An Uzbek citizen in Israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert https://timesca.com/uzbek-citizen-detained-in-israel-after-video-mocking-civilians-during-rocket-alert/ #Uzbekistan #Israel #CentralAsia #RocketAlert #Iranwar,neutral
253,Did we ever figure out what was the reason we started #IranWar?,neutral
254,A year ago Ukraine was told it had “no cards.”Today the U.S. is asking Kyiv how to defend against Iranian drone swarms.War has a strange way of reshuffling the deck. https://www.washingtonpost.com/national-security/2026/03/06/us-unprepared-iran-drones-ukraine/ #iranwar #press,neutral
255,A year ago Ukraine was told it had “no cards.”Today the U.S. is asking Kyiv how to defend against Iranian drone swarms.War has a strange way of reshuffling the deck. https://www.washingtonpost.com/national-security/2026/03/06/us-unprepared-iran-drones-ukraine/ #IranWar #press,neutral
256,"Radar bases housing key US missile interceptor hit in Jordan, Saudi Arabia, and UAE, satellite images show. 🎉 https://edition.cnn.com/2026/03/05/middleeast/radar-bases-us-missile-defense-iran-war-intl-invs#usa #iran #iranwar #news",neutral
257,What Kind of Supreme Leader Would Mojtaba Khamenei Be? | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/what-kind-supreme-leader-would-mojtaba-khamenei-be,neutral
258,IT'S IRAN INTERNATIONAL!  #mediumwave #Iran #IranWar #WARINIRANRE: https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mggag2hty22m,neutral
259,"Israeli troops push into Lebanon for yet another war with Iran&#39;s proxy HezbollahThe BBC sees troops and tanks massing near the border, as speculation mounts that Israel is planning a full-scale ground invasion to fight Hezbollah.https://www.bbc.com/news/articles/cpv8xlvk3p4o?at_medium=RSS&amp;at_campaign=rss#Lebanon #IranWar #Israel #LebanonNews #IsraelNews #IranNews #Iran #News",negative
260,Dan Mangan reports what's driving the push for more war production. President Trump met with defense CEOs to quadruple 'Exquisite Class' weaponry output due to the Iran conflict and munition stockpile concerns. Understanding these decisions is crucial. See Mangan's full report.https://www.cnbc.com/2026/03/06/iran-war-trump-defense-companies-pete-hegseth.html #DefenseIndustry #IranWar #MilitarySpending,neutral
261,"I am now listening to a short piece by Kyle Kulinski .He’s mentioning how a barrel of oil is now pushing $90 and I guess the OPEC nations are hoping it pushes up to $200 a barrel.I am very grateful I live walking distance for every single one of my basic needs. This doesn’t change the reality that the entire economy is affected by energy prices, and those that have to drive are really deeply fucked.Welcome to the reason that car free is a good idea#Iran #IranWar",negative
262,WFP mobilizes to keep food moving as Middle East conflict escalates | World Food Programme #IranWar https://www.wfp.org/stories/wfp-mobilizes-keep-food-moving-middle-east-conflict-escalates,neutral
263,IDF estimates over 60% of Iran's missile launchers taken out  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/idf-estimates-over-60-of-irans-missile-launchers-taken-out/,neutral
264,"I would have boosted, but THIS is next level shit as far as war propaganda goes and requires a content warning.https://mastodon.social/@thetnholler.bsky.social@bsky.brid.gy/116183738416591463#USWarDepartment #IranWar #ComputerGameAesthetics #WarGames #DeHumanization #WarCrimes #Hegseth #JDVance #Trump #RealDeath #Casualties #War",negative
265,Steven Camley @CamleyCartoons on #Iran #IranWar #MiddleEastConflict #TrumpWar #Churchill @heraldscotland – political cartoon gallery in London original-political-cartoon.com,neutral
266,"864 kHz: another #clandestine programming to #Iran. This time it sounds more analytical, with plenty of mentions of Trump and extensive soundbytes of him, translated. VOA? Over/under the Egyptian, this time I used the Co-Channel Canceller to keep NMA in check. #mediumwave #IranWar #WARINIRAN",neutral
267,Peter Brookes @BrookesTimes on Donald #Trump and Keir #Starmer #Iran #IranWar #MiddleEastConflict #TrumpWar #TraceyEmin #SpecialRelationship @thetimes – political cartoon gallery in London original-political-cartoon.com,neutral
268,"'While #Israel does not desire to depopulate and settle Iranian territory in the way that it does Palestinian or Lebanese land, the policy of collective punishment of the entire population has been much the same, both now and during the so-called “Twelve-Day War” in June of last year.'https://www.thenation.com/article/world/israel-iran-holy-war-amalek-haman/#Iran #IranWar #warOnIran #régimeChangeWars #MiddleEast #warCrimes #CrimesAgainstHumanity #USpol",neutral
269,"If there isn&#39;t a Nobel prize for war crimes I think it&#39;s time we had one, and when #Trump goes to collect, a bunch of masked thugs can drag him off to the Hague. #NobelPrize #ICC #IranWar #Iran",negative
270,US-Israel war on Iran could end Middle East tourism boomThe tourism industry on the Arabian Peninsula has experienced remarkable growth in recent years. But the US-Israeli war and Iran&#39;s retaliatory strikes across Gulf state borders is now slowing that momentum.https://www.dw.com/en/us-israel-war-on-iran-could-end-middle-east-tourism-boom/a-76245480?maca=en-rss-en-all-1573-rdf#USA #Israel #IranNews #Iran #IsraelNews #IranWar #News #USANews,neutral
271,"Now that #Trump and #Netanyahu have opened Pandora&#39;s box - a world without law or accountability for the powerful - we should expect China to take Taiwan.Not long ago this seemed unlikely, now it will be surprising if they don&#39;t do so soon. They have plans ready to go, the only impediment is if they shy away from the human cost. But I don&#39;t think China worries about casualties any more than these war criminals. #Iran #IranWar #China #Taiwan",negative
272,738 kHz: IRIB Radio Bushehr appears to still run its own programming instead of the compulsory midnight news from IRIB Radio Iran 😮 weak signal. #mediumwave #Iran #IranWar #WARINIRAN,neutral
273,US bomber ‘the Bone’ that can hit 900mph while carrying 24 missiles lands in UK  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/us-bomber-the-bone-can-hit-900mph-carrying-24-missiles-lands-uk-27263019/,neutral
274,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.One tanker already reported an explosion.It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity.#IranWar #Hormuz https://maps.greenpeace.org/maps/gpde/hormuz-strait-2026/?utm_Source=nickofnz&amp;utm_medium=nickofnz #oilspill #iran #Hormuz #HormuzStrait",neutral
275,Leaked accounts of meetings of the National Security Council (NSC) have exposed the British Labour government’s detailed advance knowledge of the US-Israeli assault on Iran.#IranWar #Starmer #Labourhttps://www.wsws.org/en/articles/2026/03/06/gtcf-m06.html,neutral
276,"Right now, Radio Farda is on 7465 AND 7470 at the same time, QRMing itself! 🤣  Iranian Bubble Jammer remains on 7515.  #shortwave #Iran #IranWar #WARINIRAN",neutral
277,"🇺🇳 🕊️ “All the unlawful attacks in the Middle East and beyond are causing tremendous suffering and harm to civilians throughout the region – and pose a grave a risk to the global economy, particularly to the most vulnerable people.The situation could spiral beyond anyone’s control.It is time to stop the fighting and get to serious diplomatic negotiations.The stakes could not be higher.”-  António Guterres, United Nations Secretary-General#Iran #IranWar #UN #UnitedNations",neutral
278,"That ship the USA torpedoed nowhere near the war zone - was unarmed - and the USA knew this. Such cowardly blood lust from Trump. The USA is being run by a bunch of toddlers who can&#39;t resist firing the weapons they never imagined they&#39;d be in charge of. What next, tactical nukes? There&#39;s no limit to what these dangerous wankers could do.#Iran #IranWar",negative
279,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.  One tanker already reported an explosion.  It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity. #IranWar #Hormuz  maps.greenpeace.org/maps/gpde/ho...Oil tankers trapped in the Str...",neutral
280,"@mcnado That was my reaction, too, when I was reading about what's happening in Tehran — it sounds like Gaza. Hospitals and residential neighborhoods are getting bombed. Food is scarce. How in hell does this align with any of rationales given for this starting this war? Gift link:  https://www.telegraph.co.uk/gift/306424adc42a3c77#Iran #IranWar #Tehran #uspol #Gaza",negative
281,Ben Jennings @BJennings90 on #Trump #Iran #MiddleEastConflict #IranWar #MiddleEastConflict #TrumpWar @officialinews_ – political cartoon gallery in London original-political-cartoon.com,neutral
282,"This is your periodic reminder that ANGER IS A GIFT! Especially now! Don't let it consume you, but let it be the start of a global revolution! 🔥 #Trump #Netanyahu #USA #Israel #Iran #IranWar #Venezuela #Libanon #Palestine #Gaza #ICE #Epstein #capitalism",neutral
